company,financial_year,ytd_upto_month,segment,premium_ytd
Raheja QBE General Insurance Co Ltd,FY24,AUG,fire,7.58
Reliance General Insurance Co Ltd,FY25,AUG,fire,832.54
Reliance General Insurance Co Ltd,FY24,AUG,fire,755.13
Royal Sundaram General Insurance Co Ltd,FY25,AUG,fire,213.68
Royal Sundaram General Insurance Co Ltd,FY24,AUG,fire,163.88
SBI General Insurance Co Ltd,FY25,AUG,fire,851.74
SBI General Insurance Co Ltd,FY24,AUG,fire,794.13
Shriram General Insurance Co Ltd,FY25,AUG,fire,52.83
Shriram General Insurance Co Ltd,FY24,AUG,fire,44.81
Tata AIG General Insurance Co Ltd,FY25,AUG,fire,1266.58
Tata AIG General Insurance Co Ltd,FY24,AUG,fire,1189.44
The New India Assurance Co Ltd,FY25,AUG,fire,2510.87
The New India Assurance Co Ltd,FY24,AUG,fire,1804.98
The Oriental Insurance Co Ltd,FY25,AUG,fire,1061.39
The Oriental Insurance Co Ltd,FY24,AUG,fire,863.49
United India Insurance Co Ltd,FY25,AUG,fire,1108.51
United India Insurance Co Ltd,FY24,AUG,fire,859.63
Universal Sompo General Insurance Co Ltd,FY25,AUG,fire,183.93
Universal Sompo General Insurance Co Ltd,FY24,AUG,fire,160.03
Zuno General Insurance Co Ltd,FY25,AUG,fire,32.59
Zuno General Insurance Co Ltd,FY24,AUG,fire,26.35
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,fire,70.38
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,fire,42.32
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,marine_total,181.52
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,marine_total,158.09
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,marine_total,78.32
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,marine_total,69.74
Generali Central Insurance Company Limited,FY25,AUG,marine_total,67.73
Generali Central Insurance Company Limited,FY24,AUG,marine_total,62.47
Go Digit General Insurance Ltd,FY25,AUG,marine_total,31.0
Go Digit General Insurance Ltd,FY24,AUG,marine_total,30.91
HDFC Ergo General Insurance Co Ltd,FY25,AUG,marine_total,77.7
HDFC Ergo General Insurance Co Ltd,FY24,AUG,marine_total,87.33
ICICI Lombard General Insurance Co Ltd,FY25,AUG,marine_total,445.39
ICICI Lombard General Insurance Co Ltd,FY24,AUG,marine_total,473.5
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,marine_total,183.78
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,marine_total,150.73
Liberty  General Insurance Co. Ltd,FY25,AUG,marine_total,10.47
Liberty  General Insurance Co. Ltd,FY24,AUG,marine_total,14.74
Magma General Insurance Limited,FY25,AUG,marine_total,17.93
Magma General Insurance Limited,FY24,AUG,marine_total,17.34
National Insurance Co Ltd,FY25,AUG,marine_total,130.56
National Insurance Co Ltd,FY24,AUG,marine_total,139.24
Raheja QBE General Insurance Co Ltd,FY24,AUG,marine_total,0.07
Reliance General Insurance Co Ltd,FY25,AUG,marine_total,71.66
Reliance General Insurance Co Ltd,FY24,AUG,marine_total,73.16
Royal Sundaram General Insurance Co Ltd,FY25,AUG,marine_total,34.3
Royal Sundaram General Insurance Co Ltd,FY24,AUG,marine_total,28.54
SBI General Insurance Co Ltd,FY25,AUG,marine_total,48.43
SBI General Insurance Co Ltd,FY24,AUG,marine_total,48.49
Shriram General Insurance Co Ltd,FY25,AUG,marine_total,2.14
Shriram General Insurance Co Ltd,FY24,AUG,marine_total,1.84
Tata AIG General Insurance Co Ltd,FY25,AUG,marine_total,344.77
Tata AIG General Insurance Co Ltd,FY24,AUG,marine_total,313.89
The New India Assurance Co Ltd,FY25,AUG,marine_total,452.5
The New India Assurance Co Ltd,FY24,AUG,marine_total,439.25
The Oriental Insurance Co Ltd,FY25,AUG,marine_total,253.51
The Oriental Insurance Co Ltd,FY24,AUG,marine_total,208.1
United India Insurance Co Ltd,FY25,AUG,marine_total,203.49
United India Insurance Co Ltd,FY24,AUG,marine_total,188.48
Universal Sompo General Insurance Co Ltd,FY25,AUG,marine_total,30.93
Universal Sompo General Insurance Co Ltd,FY24,AUG,marine_total,46.95
Zuno General Insurance Co Ltd,FY25,AUG,marine_total,1.01
Zuno General Insurance Co Ltd,FY24,AUG,marine_total,0.77
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,marine_total,10.26
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,marine_total,6.0
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,engineering,231.4
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,engineering,198.1
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,engineering,17.99
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,engineering,18.89
Generali Central Insurance Company Limited,FY25,AUG,engineering,46.03
Generali Central Insurance Company Limited,FY24,AUG,engineering,46.55
Go Digit General Insurance Ltd,FY25,AUG,engineering,73.33
Go Digit General Insurance Ltd,FY24,AUG,engineering,47.44
HDFC Ergo General Insurance Co Ltd,FY25,AUG,engineering,174.07
HDFC Ergo General Insurance Co Ltd,FY24,AUG,engineering,150.43
ICICI Lombard General Insurance Co Ltd,FY25,AUG,engineering,501.22
ICICI Lombard General Insurance Co Ltd,FY24,AUG,engineering,450.16
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,engineering,158.26
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,engineering,120.66
Liberty  General Insurance Co. Ltd,FY25,AUG,engineering,18.12
Liberty  General Insurance Co. Ltd,FY24,AUG,engineering,16.05
Magma General Insurance Limited,FY25,AUG,engineering,16.92
Magma General Insurance Limited,FY24,AUG,engineering,8.2
National Insurance Co Ltd,FY25,AUG,engineering,200.98
National Insurance Co Ltd,FY24,AUG,engineering,175.49
Raheja QBE General Insurance Co Ltd,FY25,AUG,engineering,0.39
Raheja QBE General Insurance Co Ltd,FY24,AUG,engineering,0.71
Reliance General Insurance Co Ltd,FY25,AUG,engineering,213.35
Reliance General Insurance Co Ltd,FY24,AUG,engineering,211.18
Royal Sundaram General Insurance Co Ltd,FY25,AUG,engineering,37.12
Royal Sundaram General Insurance Co Ltd,FY24,AUG,engineering,30.81
SBI General Insurance Co Ltd,FY25,AUG,engineering,80.91
SBI General Insurance Co Ltd,FY24,AUG,engineering,71.52
Shriram General Insurance Co Ltd,FY25,AUG,engineering,11.18
Shriram General Insurance Co Ltd,FY24,AUG,engineering,9.54
Tata AIG General Insurance Co Ltd,FY25,AUG,engineering,151.4
Tata AIG General Insurance Co Ltd,FY24,AUG,engineering,130.2
The New India Assurance Co Ltd,FY25,AUG,engineering,461.57
The New India Assurance Co Ltd,FY24,AUG,engineering,390.5
The Oriental Insurance Co Ltd,FY25,AUG,engineering,194.34
The Oriental Insurance Co Ltd,FY24,AUG,engineering,171.61
United India Insurance Co Ltd,FY25,AUG,engineering,216.22
United India Insurance Co Ltd,FY24,AUG,engineering,238.59
Universal Sompo General Insurance Co Ltd,FY25,AUG,engineering,7.13
Universal Sompo General Insurance Co Ltd,FY24,AUG,engineering,6.54
Zuno General Insurance Co Ltd,FY25,AUG,engineering,1.42
Zuno General Insurance Co Ltd,FY24,AUG,engineering,1.44
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,engineering,8.28
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,engineering,4.96
Acko General Insurance Ltd,FY25,AUG,motor_total,424.99
Acko General Insurance Ltd,FY24,AUG,motor_total,361.67
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,motor_total,2838.6
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,motor_total,2431.68
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,motor_total,2086.37
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,motor_total,1987.07
Generali Central Insurance Company Limited,FY25,AUG,motor_total,722.9
Generali Central Insurance Company Limited,FY24,AUG,motor_total,779.66
Go Digit General Insurance Ltd,FY25,AUG,motor_total,2558.78
Go Digit General Insurance Ltd,FY24,AUG,motor_total,2261.61
HDFC Ergo General Insurance Co Ltd,FY25,AUG,motor_total,992.06
HDFC Ergo General Insurance Co Ltd,FY24,AUG,motor_total,1475.09
ICICI Lombard General Insurance Co Ltd,FY25,AUG,motor_total,4129.16
ICICI Lombard General Insurance Co Ltd,FY24,AUG,motor_total,4074.83
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,motor_total,1514.58
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,motor_total,1484.11
Liberty  General Insurance Co. Ltd,FY25,AUG,motor_total,730.23
Liberty  General Insurance Co. Ltd,FY24,AUG,motor_total,704.09
Magma General Insurance Limited,FY25,AUG,motor_total,779.58
Magma General Insurance Limited,FY24,AUG,motor_total,765.59
National Insurance Co Ltd,FY25,AUG,motor_total,2032.56
National Insurance Co Ltd,FY24,AUG,motor_total,1858.5
Navi General Insurance Co. Ltd,FY25,AUG,motor_total,0.36
Navi General Insurance Co. Ltd,FY24,AUG,motor_total,1.17
Raheja QBE General Insurance Co Ltd,FY25,AUG,motor_total,25.22
Raheja QBE General Insurance Co Ltd,FY24,AUG,motor_total,147.51
Reliance General Insurance Co Ltd,FY25,AUG,motor_total,1780.47
Reliance General Insurance Co Ltd,FY24,AUG,motor_total,1669.69
Royal Sundaram General Insurance Co Ltd,FY25,AUG,motor_total,1049.64
Royal Sundaram General Insurance Co Ltd,FY24,AUG,motor_total,1016.33
SBI General Insurance Co Ltd,FY25,AUG,motor_total,1912.55
SBI General Insurance Co Ltd,FY24,AUG,motor_total,1609.56
Shriram General Insurance Co Ltd,FY25,AUG,motor_total,1531.09
Shriram General Insurance Co Ltd,FY24,AUG,motor_total,1171.47
Tata AIG General Insurance Co Ltd,FY25,AUG,motor_total,3504.25
Tata AIG General Insurance Co Ltd,FY24,AUG,motor_total,3309.52
The New India Assurance Co Ltd,FY25,AUG,motor_total,3820.12
The New India Assurance Co Ltd,FY24,AUG,motor_total,3812.06
The Oriental Insurance Co Ltd,FY25,AUG,motor_total,1638.78
The Oriental Insurance Co Ltd,FY24,AUG,motor_total,1548.48
United India Insurance Co Ltd,FY25,AUG,motor_total,3845.15
United India Insurance Co Ltd,FY24,AUG,motor_total,2910.58
Universal Sompo General Insurance Co Ltd,FY25,AUG,motor_total,1157.39
Universal Sompo General Insurance Co Ltd,FY24,AUG,motor_total,949.31
Zuno General Insurance Co Ltd,FY25,AUG,motor_total,216.51
Zuno General Insurance Co Ltd,FY24,AUG,motor_total,197.62
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,motor_total,363.37
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,motor_total,360.51
Acko General Insurance Ltd,FY25,AUG,health,442.19
Acko General Insurance Ltd,FY24,AUG,health,432.76
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,health,2775.69
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,health,3088.99
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,health,400.43
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,health,452.95
Generali Central Insurance Company Limited,FY25,AUG,health,668.2
Generali Central Insurance Company Limited,FY24,AUG,health,978.91
Go Digit General Insurance Ltd,FY25,AUG,health,598.47
Go Digit General Insurance Ltd,FY24,AUG,health,579.25
HDFC Ergo General Insurance Co Ltd,FY25,AUG,health,2391.13
HDFC Ergo General Insurance Co Ltd,FY24,AUG,health,2536.43
ICICI Lombard General Insurance Co Ltd,FY25,AUG,health,3640.89
ICICI Lombard General Insurance Co Ltd,FY24,AUG,health,3528.03
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,health,397.0
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,health,391.34
Liberty  General Insurance Co. Ltd,FY25,AUG,health,247.35
Liberty  General Insurance Co. Ltd,FY24,AUG,health,132.15
Magma General Insurance Limited,FY25,AUG,health,380.95
Magma General Insurance Limited,FY24,AUG,health,300.08
National Insurance Co Ltd,FY25,AUG,health,3030.56
National Insurance Co Ltd,FY24,AUG,health,2645.67
Navi General Insurance Co. Ltd,FY25,AUG,health,45.94
Navi General Insurance Co. Ltd,FY24,AUG,health,20.98
Raheja QBE General Insurance Co Ltd,FY25,AUG,health,2.3
Raheja QBE General Insurance Co Ltd,FY24,AUG,health,20.96
Reliance General Insurance Co Ltd,FY25,AUG,health,1256.66
Reliance General Insurance Co Ltd,FY24,AUG,health,951.19
Royal Sundaram General Insurance Co Ltd,FY25,AUG,health,497.0
Royal Sundaram General Insurance Co Ltd,FY24,AUG,health,345.28
SBI General Insurance Co Ltd,FY25,AUG,health,1367.47
SBI General Insurance Co Ltd,FY24,AUG,health,990.91
Shriram General Insurance Co Ltd,FY25,AUG,health,5.57
Shriram General Insurance Co Ltd,FY24,AUG,health,1.25
Tata AIG General Insurance Co Ltd,FY25,AUG,health,1654.35
Tata AIG General Insurance Co Ltd,FY24,AUG,health,1458.45
The New India Assurance Co Ltd,FY25,AUG,health,9680.69
The New India Assurance Co Ltd,FY24,AUG,health,8289.19
The Oriental Insurance Co Ltd,FY25,AUG,health,3648.53
The Oriental Insurance Co Ltd,FY24,AUG,health,3373.97
United India Insurance Co Ltd,FY25,AUG,health,3275.39
United India Insurance Co Ltd,FY24,AUG,health,3730.58
Universal Sompo General Insurance Co Ltd,FY25,AUG,health,675.21
Universal Sompo General Insurance Co Ltd,FY24,AUG,health,302.28
Zuno General Insurance Co Ltd,FY25,AUG,health,153.23
Zuno General Insurance Co Ltd,FY24,AUG,health,154.99
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,health,373.77
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,health,303.82
Niva bupa health insurance company limited,FY25,AUG,health,2842.76
Niva bupa health insurance company limited,FY24,AUG,health,2587.97
Aditya Birla Health Insurance Co Ltd,FY25,AUG,health,2122.99
Aditya Birla Health Insurance Co Ltd,FY24,AUG,health,1608.93
Care Health Insurance Ltd,FY25,AUG,health,3558.67
Care Health Insurance Ltd,FY24,AUG,health,3369.17
Galaxy Health Insurance Company Ltd,FY25,AUG,health,30.58
ManipalCigna Health Insurance Co Ltd,FY25,AUG,health,809.06
ManipalCigna Health Insurance Co Ltd,FY24,AUG,health,673.28
Narayana Health Insurance Ltd,FY25,AUG,health,7.83
Star Health & Allied Insurance Co Ltd,FY25,AUG,health,6478.86
Star Health & Allied Insurance Co Ltd,FY24,AUG,health,6270.28
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,aviation,8.26
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,aviation,6.33
Go Digit General Insurance Ltd,FY25,AUG,aviation,0.93
HDFC Ergo General Insurance Co Ltd,FY25,AUG,aviation,3.62
HDFC Ergo General Insurance Co Ltd,FY24,AUG,aviation,8.3
ICICI Lombard General Insurance Co Ltd,FY25,AUG,aviation,49.79
ICICI Lombard General Insurance Co Ltd,FY24,AUG,aviation,69.64
National Insurance Co Ltd,FY25,AUG,aviation,24.51
National Insurance Co Ltd,FY24,AUG,aviation,24.31
Reliance General Insurance Co Ltd,FY25,AUG,aviation,1.09
Reliance General Insurance Co Ltd,FY24,AUG,aviation,12.47
SBI General Insurance Co Ltd,FY25,AUG,aviation,0.21
SBI General Insurance Co Ltd,FY24,AUG,aviation,0.04
Tata AIG General Insurance Co Ltd,FY25,AUG,aviation,69.77
Tata AIG General Insurance Co Ltd,FY24,AUG,aviation,71.69
The New India Assurance Co Ltd,FY25,AUG,aviation,146.0
The New India Assurance Co Ltd,FY24,AUG,aviation,139.38
The Oriental Insurance Co Ltd,FY25,AUG,aviation,71.68
The Oriental Insurance Co Ltd,FY24,AUG,aviation,68.58
United India Insurance Co Ltd,FY25,AUG,aviation,12.14
United India Insurance Co Ltd,FY24,AUG,aviation,14.55
Acko General Insurance Ltd,FY25,AUG,liability,15.26
Acko General Insurance Ltd,FY24,AUG,liability,36.76
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,liability,461.82
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,liability,377.39
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,liability,15.51
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,liability,13.89
Generali Central Insurance Company Limited,FY25,AUG,liability,33.47
Generali Central Insurance Company Limited,FY24,AUG,liability,28.57
Go Digit General Insurance Ltd,FY25,AUG,liability,123.98
Go Digit General Insurance Ltd,FY24,AUG,liability,57.73
HDFC Ergo General Insurance Co Ltd,FY25,AUG,liability,347.76
HDFC Ergo General Insurance Co Ltd,FY24,AUG,liability,345.37
ICICI Lombard General Insurance Co Ltd,FY25,AUG,liability,485.39
ICICI Lombard General Insurance Co Ltd,FY24,AUG,liability,486.09
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,liability,138.15
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,liability,117.78
Liberty  General Insurance Co. Ltd,FY25,AUG,liability,18.71
Liberty  General Insurance Co. Ltd,FY24,AUG,liability,8.44
Magma General Insurance Limited,FY25,AUG,liability,47.56
Magma General Insurance Limited,FY24,AUG,liability,39.76
National Insurance Co Ltd,FY25,AUG,liability,125.25
National Insurance Co Ltd,FY24,AUG,liability,154.42
Raheja QBE General Insurance Co Ltd,FY25,AUG,liability,35.12
Raheja QBE General Insurance Co Ltd,FY24,AUG,liability,27.48
Reliance General Insurance Co Ltd,FY25,AUG,liability,46.82
Reliance General Insurance Co Ltd,FY24,AUG,liability,40.78
Royal Sundaram General Insurance Co Ltd,FY25,AUG,liability,11.69
Royal Sundaram General Insurance Co Ltd,FY24,AUG,liability,8.63
SBI General Insurance Co Ltd,FY25,AUG,liability,56.73
SBI General Insurance Co Ltd,FY24,AUG,liability,42.22
Shriram General Insurance Co Ltd,FY25,AUG,liability,4.5
Shriram General Insurance Co Ltd,FY24,AUG,liability,4.01
Tata AIG General Insurance Co Ltd,FY25,AUG,liability,394.62
Tata AIG General Insurance Co Ltd,FY24,AUG,liability,386.11
The New India Assurance Co Ltd,FY25,AUG,liability,277.74
The New India Assurance Co Ltd,FY24,AUG,liability,270.68
The Oriental Insurance Co Ltd,FY25,AUG,liability,65.3
The Oriental Insurance Co Ltd,FY24,AUG,liability,63.56
United India Insurance Co Ltd,FY25,AUG,liability,138.89
United India Insurance Co Ltd,FY24,AUG,liability,139.96
Universal Sompo General Insurance Co Ltd,FY25,AUG,liability,14.09
Universal Sompo General Insurance Co Ltd,FY24,AUG,liability,11.8
Zuno General Insurance Co Ltd,FY25,AUG,liability,0.02
Zuno General Insurance Co Ltd,FY24,AUG,liability,0.03
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,liability,3.16
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,liability,0.89
Acko General Insurance Ltd,FY25,AUG,personal_accident,5.15
Acko General Insurance Ltd,FY24,AUG,personal_accident,4.2
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,personal_accident,101.17
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,personal_accident,115.25
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,personal_accident,81.04
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,personal_accident,157.79
Generali Central Insurance Company Limited,FY25,AUG,personal_accident,50.39
Generali Central Insurance Company Limited,FY24,AUG,personal_accident,55.07
Go Digit General Insurance Ltd,FY25,AUG,personal_accident,182.88
Go Digit General Insurance Ltd,FY24,AUG,personal_accident,317.68
HDFC Ergo General Insurance Co Ltd,FY25,AUG,personal_accident,243.94
HDFC Ergo General Insurance Co Ltd,FY24,AUG,personal_accident,189.5
ICICI Lombard General Insurance Co Ltd,FY25,AUG,personal_accident,206.43
ICICI Lombard General Insurance Co Ltd,FY24,AUG,personal_accident,284.15
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,personal_accident,47.95
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,personal_accident,55.12
Liberty  General Insurance Co. Ltd,FY25,AUG,personal_accident,9.61
Liberty  General Insurance Co. Ltd,FY24,AUG,personal_accident,11.97
Magma General Insurance Limited,FY25,AUG,personal_accident,22.78
Magma General Insurance Limited,FY24,AUG,personal_accident,12.43
National Insurance Co Ltd,FY25,AUG,personal_accident,400.49
National Insurance Co Ltd,FY24,AUG,personal_accident,423.94
Navi General Insurance Co. Ltd,FY25,AUG,personal_accident,1.3
Raheja QBE General Insurance Co Ltd,FY25,AUG,personal_accident,0.63
Raheja QBE General Insurance Co Ltd,FY24,AUG,personal_accident,0.17
Reliance General Insurance Co Ltd,FY25,AUG,personal_accident,159.92
Reliance General Insurance Co Ltd,FY24,AUG,personal_accident,109.84
Royal Sundaram General Insurance Co Ltd,FY25,AUG,personal_accident,31.03
Royal Sundaram General Insurance Co Ltd,FY24,AUG,personal_accident,31.86
SBI General Insurance Co Ltd,FY25,AUG,personal_accident,672.19
SBI General Insurance Co Ltd,FY24,AUG,personal_accident,465.97
Shriram General Insurance Co Ltd,FY25,AUG,personal_accident,54.07
Shriram General Insurance Co Ltd,FY24,AUG,personal_accident,44.77
Tata AIG General Insurance Co Ltd,FY25,AUG,personal_accident,99.31
Tata AIG General Insurance Co Ltd,FY24,AUG,personal_accident,100.58
The New India Assurance Co Ltd,FY25,AUG,personal_accident,329.87
The New India Assurance Co Ltd,FY24,AUG,personal_accident,311.45
The Oriental Insurance Co Ltd,FY25,AUG,personal_accident,1928.34
The Oriental Insurance Co Ltd,FY24,AUG,personal_accident,820.81
United India Insurance Co Ltd,FY25,AUG,personal_accident,193.72
United India Insurance Co Ltd,FY24,AUG,personal_accident,204.71
Universal Sompo General Insurance Co Ltd,FY25,AUG,personal_accident,77.48
Universal Sompo General Insurance Co Ltd,FY24,AUG,personal_accident,68.9
Zuno General Insurance Co Ltd,FY25,AUG,personal_accident,5.96
Zuno General Insurance Co Ltd,FY24,AUG,personal_accident,10.82
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,personal_accident,23.35
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,personal_accident,31.3
Niva bupa health insurance company limited,FY25,AUG,personal_accident,39.41
Niva bupa health insurance company limited,FY24,AUG,personal_accident,52.02
Aditya Birla Health Insurance Co Ltd,FY25,AUG,personal_accident,83.39
Aditya Birla Health Insurance Co Ltd,FY24,AUG,personal_accident,101.08
Care Health Insurance Ltd,FY25,AUG,personal_accident,77.43
Care Health Insurance Ltd,FY24,AUG,personal_accident,80.21
Galaxy Health Insurance Company Ltd,FY25,AUG,personal_accident,1.88
ManipalCigna Health Insurance Co Ltd,FY25,AUG,personal_accident,21.02
ManipalCigna Health Insurance Co Ltd,FY24,AUG,personal_accident,12.93
Star Health & Allied Insurance Co Ltd,FY25,AUG,personal_accident,62.45
Star Health & Allied Insurance Co Ltd,FY24,AUG,personal_accident,73.36
Acko General Insurance Ltd,FY25,AUG,misc,33.88
Acko General Insurance Ltd,FY24,AUG,misc,28.93
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,misc,1145.69
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,misc,1121.72
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,misc,19.69
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,misc,286.02
Generali Central Insurance Company Limited,FY25,AUG,misc,224.68
Generali Central Insurance Company Limited,FY24,AUG,misc,163.53
Go Digit General Insurance Ltd,FY25,AUG,misc,109.12
Go Digit General Insurance Ltd,FY24,AUG,misc,94.76
HDFC Ergo General Insurance Co Ltd,FY25,AUG,misc,378.35
HDFC Ergo General Insurance Co Ltd,FY24,AUG,misc,1277.82
ICICI Lombard General Insurance Co Ltd,FY25,AUG,misc,935.15
ICICI Lombard General Insurance Co Ltd,FY24,AUG,misc,1461.0
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,misc,614.92
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,misc,543.09
Kshema General insurance,FY25,AUG,misc,293.12
Kshema General insurance,FY24,AUG,misc,377.21
Liberty  General Insurance Co. Ltd,FY25,AUG,misc,30.89
Liberty  General Insurance Co. Ltd,FY24,AUG,misc,31.76
Magma General Insurance Limited,FY25,AUG,misc,6.28
Magma General Insurance Limited,FY24,AUG,misc,2.72
National Insurance Co Ltd,FY25,AUG,misc,253.67
National Insurance Co Ltd,FY24,AUG,misc,259.15
Raheja QBE General Insurance Co Ltd,FY25,AUG,misc,0.1
Raheja QBE General Insurance Co Ltd,FY24,AUG,misc,0.07
Reliance General Insurance Co Ltd,FY25,AUG,misc,867.4
Reliance General Insurance Co Ltd,FY24,AUG,misc,1494.13
Royal Sundaram General Insurance Co Ltd,FY25,AUG,misc,10.61
Royal Sundaram General Insurance Co Ltd,FY24,AUG,misc,6.94
SBI General Insurance Co Ltd,FY25,AUG,misc,990.81
SBI General Insurance Co Ltd,FY24,AUG,misc,1173.54
Shriram General Insurance Co Ltd,FY25,AUG,misc,22.09
Shriram General Insurance Co Ltd,FY24,AUG,misc,7.91
Tata AIG General Insurance Co Ltd,FY25,AUG,misc,394.24
Tata AIG General Insurance Co Ltd,FY24,AUG,misc,231.21
The New India Assurance Co Ltd,FY25,AUG,misc,953.12
The New India Assurance Co Ltd,FY24,AUG,misc,792.14
The Oriental Insurance Co Ltd,FY25,AUG,misc,239.61
The Oriental Insurance Co Ltd,FY24,AUG,misc,844.89
United India Insurance Co Ltd,FY25,AUG,misc,313.92
United India Insurance Co Ltd,FY24,AUG,misc,461.75
Universal Sompo General Insurance Co Ltd,FY25,AUG,misc,232.05
Universal Sompo General Insurance Co Ltd,FY24,AUG,misc,579.87
Zuno General Insurance Co Ltd,FY25,AUG,misc,12.26
Zuno General Insurance Co Ltd,FY24,AUG,misc,0.69
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,AUG,misc,25.72
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,AUG,misc,21.38
Star Health & Allied Insurance Co Ltd,FY25,AUG,misc,0.03
Star Health & Allied Insurance Co Ltd,FY24,AUG,misc,0.14
Agriculture Insurance Co Of India Ltd,FY25,AUG,misc,2584.91
Agriculture Insurance Co Of India Ltd,FY24,AUG,misc,2651.21
ECGC Ltd,FY25,AUG,misc,539.41
ECGC Ltd,FY24,AUG,misc,482.05
Acko General Insurance Ltd,FY25,SEP,fire,0.01
Bajaj General Insurance Limited ,FY25,SEP,fire,1743.03
Bajaj General Insurance Limited ,FY24,SEP,fire,1493.02
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,fire,398.48
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,fire,410.41
Generali Central Insurance Company Limited,FY25,SEP,fire,424.63
Generali Central Insurance Company Limited,FY24,SEP,fire,318.64
Go Digit General Insurance Ltd,FY25,SEP,fire,479.07
Go Digit General Insurance Ltd,FY24,SEP,fire,314.75
HDFC Ergo General Insurance Co Ltd,FY25,SEP,fire,1219.91
HDFC Ergo General Insurance Co Ltd,FY24,SEP,fire,1187.08
ICICI Lombard General Insurance Co Ltd,FY25,SEP,fire,2172.08
ICICI Lombard General Insurance Co Ltd,FY24,SEP,fire,1884.33
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,fire,669.54
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,fire,551.64
Liberty  General Insurance Co. Ltd,FY25,SEP,fire,42.97
Liberty  General Insurance Co. Ltd,FY24,SEP,fire,36.05
Magma General Insurance Limited,FY25,SEP,fire,159.89
Magma General Insurance Limited,FY24,SEP,fire,158.83
National Insurance Co Ltd,FY25,SEP,fire,960.41
National Insurance Co Ltd,FY24,SEP,fire,682.94
Raheja QBE General Insurance Co Ltd,FY25,SEP,fire,9.3
Raheja QBE General Insurance Co Ltd,FY24,SEP,fire,9.0
Reliance General Insurance Co Ltd,FY25,SEP,fire,908.55
